	Pyridine	Aldehyde	Isocyanide	Temperature	Solvent_V	Catalyst	Time
93	0.1	0.1	0.1	10	0.5	2.0	30
94	0.1	0.1	0.1	10	0.5	2.0	60
95	0.1	0.1	0.1	10	0.5	3.0	5
96	0.1	0.1	0.1	10	0.5	3.0	10
97	0.1	0.1	0.1	10	0.5	3.0	15
98	0.1	0.1	0.1	10	0.5	3.0	30
99	0.1	0.1	0.1	10	0.5	3.0	60
100	0.1	0.1	0.1	10	0.5	4.0	5
101	0.1	0.1	0.1	10	0.5	4.0	10
102	0.1	0.1	0.1	10	0.5	4.0	15
103	0.1	0.1	0.1	10	0.5	4.0	30
104	0.1	0.1	0.1	10	0.5	4.0	60
105	0.1	0.1	0.1	10	0.5	5.0	5
106	0.1	0.1	0.1	10	0.5	5.0	10
107	0.1	0.1	0.1	10	0.5	5.0	15
108	0.1	0.1	0.1	10	0.5	5.0	30
109	0.1	0.1	0.1	10	0.5	5.0	60
110	0.1	0.1	0.1	10	0.5	7.5	5
111	0.1	0.1	0.1	10	0.5	7.5	10
112	0.1	0.1	0.1	10	0.5	7.5	15
113	0.1	0.1	0.1	10	0.5	7.5	30
114	0.1	0.1	0.1	10	0.5	7.5	60
115	0.1	0.1	0.1	10	0.5	10.0	5
116	0.1	0.1	0.1	10	0.5	10.0	10
117	0.1	0.1	0.1	10	0.5	10.0	15
118	0.1	0.1	0.1	10	0.5	10.0	30
119	0.1	0.1	0.1	10	0.5	10.0	60
120	0.1	0.1	0.1	10	1.0	0.0	5
121	0.1	0.1	0.1	10	1.0	0.0	10
122	0.1	0.1	0.1	10	1.0	0.0	15
123	0.1	0.1	0.1	10	1.0	0.0	30
124	0.1	0.1	0.1	10	1.0	0.0	60
125	0.1	0.1	0.1	10	1.0	1.0	5
126	0.1	0.1	0.1	10	1.0	1.0	10
127	0.1	0.1	0.1	10	1.0	1.0	15
128	0.1	0.1	0.1	10	1.0	1.0	30
129	0.1	0.1	0.1	10	1.0	1.0	60
130	0.1	0.1	0.1	10	1.0	2.0	5
131	0.1	0.1	0.1	10	1.0	2.0	10
132	0.1	0.1	0.1	10	1.0	2.0	15
133	0.1	0.1	0.1	10	1.0	2.0	30
134	0.1	0.1	0.1	10	1.0	2.0	60
135	0.1	0.1	0.1	10	1.0	3.0	5
136	0.1	0.1	0.1	10	1.0	3.0	10
137	0.1	0.1	0.1	10	1.0	3.0	15
138	0.1	0.1	0.1	10	1.0	3.0	30
139	0.1	0.1	0.1	10	1.0	3.0	60
140	0.1	0.1	0.1	10	1.0	4.0	5
141	0.1	0.1	0.1	10	1.0	4.0	10
142	0.1	0.1	0.1	10	1.0	4.0	15
143	0.1	0.1	0.1	10	1.0	4.0	30
144	0.1	0.1	0.1	10	1.0	4.0	60
145	0.1	0.1	0.1	10	1.0	5.0	5
146	0.1	0.1	0.1	10	1.0	5.0	10
147	0.1	0.1	0.1	10	1.0	5.0	15
148	0.1	0.1	0.1	10	1.0	5.0	30
149	0.1	0.1	0.1	10	1.0	5.0	60
150	0.1	0.1	0.1	10	1.0	7.5	5
151	0.1	0.1	0.1	10	1.0	7.5	10
152	0.1	0.1	0.1	10	1.0	7.5	15
153	0.1	0.1	0.1	10	1.0	7.5	30
154	0.1	0.1	0.1	10	1.0	7.5	60
155	0.1	0.1	0.1	10	1.0	10.0	5
156	0.1	0.1	0.1	10	1.0	10.0	10
157	0.1	0.1	0.1	10	1.0	10.0	15
158	0.1	0.1	0.1	10	1.0	10.0	30
159	0.1	0.1	0.1	10	1.0	10.0	60
160	0.1	0.1	0.1	10	1.5	0.0	5
161	0.1	0.1	0.1	10	1.5	0.0	10
162	0.1	0.1	0.1	10	1.5	0.0	15
163	0.1	0.1	0.1	10	1.5	0.0	30
164	0.1	0.1	0.1	10	1.5	0.0	60
165	0.1	0.1	0.1	10	1.5	1.0	5
166	0.1	0.1	0.1	10	1.5	1.0	10
167	0.1	0.1	0.1	10	1.5	1.0	15
168	0.1	0.1	0.1	10	1.5	1.0	30
169	0.1	0.1	0.1	10	1.5	1.0	60
170	0.1	0.1	0.1	10	1.5	2.0	5
171	0.1	0.1	0.1	10	1.5	2.0	10
172	0.1	0.1	0.1	10	1.5	2.0	15
173	0.1	0.1	0.1	10	1.5	2.0	30
174	0.1	0.1	0.1	10	1.5	2.0	60
175	0.1	0.1	0.1	10	1.5	3.0	5
176	0.1	0.1	0.1	10	1.5	3.0	10
177	0.1	0.1	0.1	10	1.5	3.0	15
178	0.1	0.1	0.1	10	1.5	3.0	30
179	0.1	0.1	0.1	10	1.5	3.0	60
180	0.1	0.1	0.1	10	1.5	4.0	5
181	0.1	0.1	0.1	10	1.5	4.0	10
182	0.1	0.1	0.1	10	1.5	4.0	15
183	0.1	0.1	0.1	10	1.5	4.0	30
184	0.1	0.1	0.1	10	1.5	4.0	60
185	0.1	0.1	0.1	10	1.5	5.0	5
186	0.1	0.1	0.1	10	1.5	5.0	10
187	0.1	0.1	0.1	10	1.5	5.0	15
188	0.1	0.1	0.1	10	1.5	5.0	30
189	0.1	0.1	0.1	10	1.5	5.0	60
190	0.1	0.1	0.1	10	1.5	7.5	5
191	0.1	0.1	0.1	10	1.5	7.5	10
192	0.1	0.1	0.1	10	1.5	7.5	15
193	0.1	0.1	0.1	10	1.5	7.5	30
194	0.1	0.1	0.1	10	1.5	7.5	60
195	0.1	0.1	0.1	10	1.5	10.0	5
196	0.1	0.1	0.1	10	1.5	10.0	10
197	0.1	0.1	0.1	10	1.5	10.0	15
198	0.1	0.1	0.1	10	1.5	10.0	30
199	0.1	0.1	0.1	10	1.5	10.0	60
200	0.1	0.1	0.1	20	0.1	0.0	5
201	0.1	0.1	0.1	20	0.1	0.0	10
202	0.1	0.1	0.1	20	0.1	0.0	15
203	0.1	0.1	0.1	20	0.1	0.0	30
204	0.1	0.1	0.1	20	0.1	0.0	60
205	0.1	0.1	0.1	20	0.1	1.0	5
206	0.1	0.1	0.1	20	0.1	1.0	10
207	0.1	0.1	0.1	20	0.1	1.0	15
208	0.1	0.1	0.1	20	0.1	1.0	30
209	0.1	0.1	0.1	20	0.1	1.0	60
210	0.1	0.1	0.1	20	0.1	2.0	5
211	0.1	0.1	0.1	20	0.1	2.0	10
212	0.1	0.1	0.1	20	0.1	2.0	15
213	0.1	0.1	0.1	20	0.1	2.0	30
214	0.1	0.1	0.1	20	0.1	2.0	60
215	0.1	0.1	0.1	20	0.1	3.0	5
216	0.1	0.1	0.1	20	0.1	3.0	10
217	0.1	0.1	0.1	20	0.1	3.0	15
218	0.1	0.1	0.1	20	0.1	3.0	30
219	0.1	0.1	0.1	20	0.1	3.0	60
220	0.1	0.1	0.1	20	0.1	4.0	5
221	0.1	0.1	0.1	20	0.1	4.0	10
222	0.1	0.1	0.1	20	0.1	4.0	15
223	0.1	0.1	0.1	20	0.1	4.0	30
224	0.1	0.1	0.1	20	0.1	4.0	60
225	0.1	0.1	0.1	20	0.1	5.0	5
226	0.1	0.1	0.1	20	0.1	5.0	10
227	0.1	0.1	0.1	20	0.1	5.0	15
228	0.1	0.1	0.1	20	0.1	5.0	30
229	0.1	0.1	0.1	20	0.1	5.0	60
230	0.1	0.1	0.1	20	0.1	7.5	5
231	0.1	0.1	0.1	20	0.1	7.5	10
232	0.1	0.1	0.1	20	0.1	7.5	15
233	0.1	0.1	0.1	20	0.1	7.5	30
234	0.1	0.1	0.1	20	0.1	7.5	60
235	0.1	0.1	0.1	20	0.1	10.0	5
236	0.1	0.1	0.1	20	0.1	10.0	10
237	0.1	0.1	0.1	20	0.1	10.0	15
238	0.1	0.1	0.1	20	0.1	10.0	30
239	0.1	0.1	0.1	20	0.1	10.0	60
240	0.1	0.1	0.1	20	0.25	0.0	5
241	0.1	0.1	0.1	20	0.25	0.0	10
242	0.1	0.1	0.1	20	0.25	0.0	15
243	0.1	0.1	0.1	20	0.25	0.0	30
244	0.1	0.1	0.1	20	0.25	0.0	60
245	0.1	0.1	0.1	20	0.25	1.0	5
246	0.1	0.1	0.1	20	0.25	1.0	10
247	0.1	0.1	0.1	20	0.25	1.0	15
248	0.1	0.1	0.1	20	0.25	1.0	30
249	0.1	0.1	0.1	20	0.25	1.0	60
250	0.1	0.1	0.1	20	0.25	2.0	5
251	0.1	0.1	0.1	20	0.25	2.0	10
252	0.1	0.1	0.1	20	0.25	2.0	15
253	0.1	0.1	0.1	20	0.25	2.0	30
254	0.1	0.1	0.1	20	0.25	2.0	60
255	0.1	0.1	0.1	20	0.25	3.0	5
256	0.1	0.1	0.1	20	0.25	3.0	10
257	0.1	0.1	0.1	20	0.25	3.0	15
258	0.1	0.1	0.1	20	0.25	3.0	30
259	0.1	0.1	0.1	20	0.25	3.0	60
260	0.1	0.1	0.1	20	0.25	4.0	5
261	0.1	0.1	0.1	20	0.25	4.0	10
262	0.1	0.1	0.1	20	0.25	4.0	15
263	0.1	0.1	0.1	20	0.25	4.0	30
264	0.1	0.1	0.1	20	0.25	4.0	60
265	0.1	0.1	0.1	20	0.25	5.0	5
266	0.1	0.1	0.1	20	0.25	5.0	10
267	0.1	0.1	0.1	20	0.25	5.0	15
268	0.1	0.1	0.1	20	0.25	5.0	30
269	0.1	0.1	0.1	20	0.25	5.0	60
270	0.1	0.1	0.1	20	0.25	7.5	5
271	0.1	0.1	0.1	20	0.25	7.5	10
272	0.1	0.1	0.1	20	0.25	7.5	15
273	0.1	0.1	0.1	20	0.25	7.5	30
274	0.1	0.1	0.1	20	0.25	7.5	60
275	0.1	0.1	0.1	20	0.25	10.0	5
276	0.1	0.1	0.1	20	0.25	10.0	10
277	0.1	0.1	0.1	20	0.25	10.0	15
278	0.1	0.1	0.1	20	0.25	10.0	30
279	0.1	0.1	0.1	20	0.25	10.0	60
280	0.1	0.1	0.1	20	0.5	0.0	5
281	0.1	0.1	0.1	20	0.5	0.0	10
282	0.1	0.1	0.1	20	0.5	0.0	15
283	0.1	0.1	0.1	20	0.5	0.0	30
284	0.1	0.1	0.1	20	0.5	0.0	60
285	0.1	0.1	0.1	20	0.5	1.0	5
286	0.1	0.1	0.1	20	0.5	1.0	10
287	0.1	0.1	0.1	20	0.5	1.0	15
288	0.1	0.1	0.1	20	0.5	1.0	30
289	0.1	0.1	0.1	20	0.5	1.0	60
290	0.1	0.1	0.1	20	0.5	2.0	5
291	0.1	0.1	0.1	20	0.5	2.0	10
292	0.1	0.1	0.1	20	0.5	2.0	15
293	0.1	0.1	0.1	20	0.5	2.0	30
294	0.1	0.1	0.1	20	0.5	2.0	60
295	0.1	0.1	0.1	20	0.5	3.0	5
296	0.1	0.1	0.1	20	0.5	3.0	10
297	0.1	0.1	0.1	20	0.5	3.0	15
298	0.1	0.1	0.1	20	0.5	3.0	30
299	0.1	0.1	0.1	20	0.5	3.0	60
300	0.1	0.1	0.1	20	0.5	4.0	5
301	0.1	0.1	0.1	20	0.5	4.0	10
302	0.1	0.1	0.1	20	0.5	4.0	15
303	0.1	0.1	0.1	20	0.5	4.0	30
304	0.1	0.1	0.1	20	0.5	4.0	60
305	0.1	0.1	0.1	20	0.5	5.0	5
306	0.1	0.1	0.1	20	0.5	5.0	10
307	0.1	0.1	0.1	20	0.5	5.0	15
308	0.1	0.1	0.1	20	0.5	5.0	30
309	0.1	0.1	0.1	20	0.5	5.0	60
310	0.1	0.1	0.1	20	0.5	7.5	5
311	0.1	0.1	0.1	20	0.5	7.5	10
312	0.1	0.1	0.1	20	0.5	7.5	15
313	0.1	0.1	0.1	20	0.5	7.5	30
314	0.1	0.1	0.1	20	0.5	7.5	60
315	0.1	0.1	0.1	20	0.5	10.0	5
316	0.1	0.1	0.1	20	0.5	10.0	10
317	0.1	0.1	0.1	20	0.5	10.0	15
318	0.1	0.1	0.1	20	0.5	10.0	30
319	0.1	0.1	0.1	20	0.5	10.0	60
320	0.1	0.1	0.1	20	1.0	0.0	5
321	0.1	0.1	0.1	20	1.0	0.0	10
322	0.1	0.1	0.1	20	1.0	0.0	15
323	0.1	0.1	0.1	20	1.0	0.0	30
324	0.1	0.1	0.1	20	1.0	0.0	60
325	0.1	0.1	0.1	20	1.0	1.0	5
326	0.1	0.1	0.1	20	1.0	1.0	10
327	0.1	0.1	0.1	20	1.0	1.0	15
328	0.1	0.1	0.1	20	1.0	1.0	30
329	0.1	0.1	0.1	20	1.0	1.0	60
330	0.1	0.1	0.1	20	1.0	2.0	5
331	0.1	0.1	0.1	20	1.0	2.0	10
332	0.1	0.1	0.1	20	1.0	2.0	15
333	0.1	0.1	0.1	20	1.0	2.0	30
334	0.1	0.1	0.1	20	1.0	2.0	60
335	0.1	0.1	0.1	20	1.0	3.0	5
336	0.1	0.1	0.1	20	1.0	3.0	10
337	0.1	0.1	0.1	20	1.0	3.0	15
338	0.1	0.1	0.1	20	1.0	3.0	30
339	0.1	0.1	0.1	20	1.0	3.0	60
340	0.1	0.1	0.1	20	1.0	4.0	5
341	0.1	0.1	0.1	20	1.0	4.0	10
342	0.1	0.1	0.1	20	1.0	4.0	15
343	0.1	0.1	0.1	20	1.0	4.0	30
344	0.1	0.1	0.1	20	1.0	4.0	60
345	0.1	0.1	0.1	20	1.0	5.0	5
346	0.1	0.1	0.1	20	1.0	5.0	10
347	0.1	0.1	0.1	20	1.0	5.0	15
348	0.1	0.1	0.1	20	1.0	5.0	30
349	0.1	0.1	0.1	20	1.0	5.0	60
350	0.1	0.1	0.1	20	1.0	7.5	5
351	0.1	0.1	0.1	20	1.0	7.5	10
352	0.1	0.1	0.1	20	1.0	7.5	15
353	0.1	0.1	0.1	20	1.0	7.5	30
354	0.1	0.1	0.1	20	1.0	7.5	60
355	0.1	0.1	0.1	20	1.0	10.0	5
356	0.1	0.1	0.1	20	1.0	10.0	10
357	0.1	0.1	0.1	20	1.0	10.0	15
358	0.1	0.1	0.1	20	1.0	10.0	30
359	0.1	0.1	0.1	20	1.0	10.0	60
360	0.1	0.1	0.1	20	1.5	0.0	5
361	0.1	0.1	0.1	20	1.5	0.0	10
362	0.1	0.1	0.1	20	1.5	0.0	15
363	0.1	0.1	0.1	20	1.5	0.0	30
364	0.1	0.1	0.1	20	1.5	0.0	60
365	0.1	0.1	0.1	20	1.5	1.0	5
366	0.1	0.1	0.1	20	1.5	1.0	10
367	0.1	0.1	0.1	20	1.5	1.0	15
368	0.1	0.1	0.1	20	1.5	1.0	30
369	0.1	0.1	0.1	20	1.5	1.0	60
370	0.1	0.1	0.1	20	1.5	2.0	5
371	0.1	0.1	0.1	20	1.5	2.0	10
372	0.1	0.1	0.1	20	1.5	2.0	15
373	0.1	0.1	0.1	20	1.5	2.0	30
374	0.1	0.1	0.1	20	1.5	2.0	60
375	0.1	0.1	0.1	20	1.5	3.0	5
376	0.1	0.1	0.1	20	1.5	3.0	10
377	0.1	0.1	0.1	20	1.5	3.0	15
378	0.1	0.1	0.1	20	1.5	3.0	30
379	0.1	0.1	0.1	20	1.5	3.0	60
380	0.1	0.1	0.1	20	1.5	4.0	5
381	0.1	0.1	0.1	20	1.5	4.0	10
382	0.1	0.1	0.1	20	1.5	4.0	15
383	0.1	0.1	0.1	20	1.5	4.0	30
384	0.1	0.1	0.1	20	1.5	4.0	60
385	0.1	0.1	0.1	20	1.5	5.0	5
386	0.1	0.1	0.1	20	1.5	5.0	10
387	0.1	0.1	0.1	20	1.5	5.0	15
388	0.1	0.1	0.1	20	1.5	5.0	30
389	0.1	0.1	0.1	20	1.5	5.0	60
390	0.1	0.1	0.1	20	1.5	7.5	5
391	0.1	0.1	0.1	20	1.5	7.5	10
392	0.1	0.1	0.1	20	1.5	7.5	15
393	0.1	0.1	0.1	20	1.5	7.5	30
394	0.1	0.1	0.1	20	1.5	7.5	60
395	0.1	0.1	0.1	20	1.5	10.0	5
396	0.1	0.1	0.1	20	1.5	10.0	10
397	0.1	0.1	0.1	20	1.5	10.0	15
398	0.1	0.1	0.1	20	1.5	10.0	30
399	0.1	0.1	0.1	20	1.5	10.0	60
400	0.1	0.1	0.1	40	0.1	0.0	5
401	0.1	0.1	0.1	40	0.1	0.0	10
402	0.1	0.1	0.1	40	0.1	0.0	15
403	0.1	0.1	0.1	40	0.1	0.0	30
404	0.1	0.1	0.1	40	0.1	0.0	60
405	0.1	0.1	0.1	40	0.1	1.0	5
406	0.1	0.1	0.1	40	0.1	1.0	10
407	0.1	0.1	0.1	40	0.1	1.0	15
408	0.1	0.1	0.1	40	0.1	1.0	30
409	0.1	0.1	0.1	40	0.1	1.0	60
410	0.1	0.1	0.1	40	0.1	2.0	5
411	0.1	0.1	0.1	40	0.1	2.0	10
412	0.1	0.1	0.1	40	0.1	2.0	15
413	0.1	0.1	0.1	40	0.1	2.0	30
414	0.1	0.1	0.1	40	0.1	2.0	60
415	0.1	0.1	0.1	40	0.1	3.0	5
416	0.1	0.1	0.1	40	0.1	3.0	10
417	0.1	0.1	0.1	40	0.1	3.0	15
418	0.1	0.1	0.1	40	0.1	3.0	30
419	0.1	0.1	0.1	40	0.1	3.0	60
420	0.1	0.1	0.1	40	0.1	4.0	5
421	0.1	0.1	0.1	40	0.1	4.0	10
422	0.1	0.1	0.1	40	0.1	4.0	15
423	0.1	0.1	0.1	40	0.1	4.0	30
424	0.1	0.1	0.1	40	0.1	4.0	60
425	0.1	0.1	0.1	40	0.1	5.0	5
426	0.1	0.1	0.1	40	0.1	5.0	10
427	0.1	0.1	0.1	40	0.1	5.0	15
428	0.1	0.1	0.1	40	0.1	5.0	30
429	0.1	0.1	0.1	40	0.1	5.0	60
430	0.1	0.1	0.1	40	0.1	7.5	5
431	0.1	0.1	0.1	40	0.1	7.5	10
432	0.1	0.1	0.1	40	0.1	7.5	15
433	0.1	0.1	0.1	40	0.1	7.5	30
434	0.1	0.1	0.1	40	0.1	7.5	60
435	0.1	0.1	0.1	40	0.1	10.0	5
436	0.1	0.1	0.1	40	0.1	10.0	10
437	0.1	0.1	0.1	40	0.1	10.0	15
438	0.1	0.1	0.1	40	0.1	10.0	30
439	0.1	0.1	0.1	40	0.1	10.0	60
440	0.1	0.1	0.1	40	0.25	0.0	5
441	0.1	0.1	0.1	40	0.25	0.0	10
442	0.1	0.1	0.1	40	0.25	0.0	15
443	0.1	0.1	0.1	40	0.25	0.0	30
444	0.1	0.1	0.1	40	0.25	0.0	60
445	0.1	0.1	0.1	40	0.25	1.0	5
446	0.1	0.1	0.1	40	0.25	1.0	10
447	0.1	0.1	0.1	40	0.25	1.0	15
448	0.1	0.1	0.1	40	0.25	1.0	30
449	0.1	0.1	0.1	40	0.25	1.0	60
450	0.1	0.1	0.1	40	0.25	2.0	5
451	0.1	0.1	0.1	40	0.25	2.0	10
452	0.1	0.1	0.1	40	0.25	2.0	15
453	0.1	0.1	0.1	40	0.25	2.0	30
454	0.1	0.1	0.1	40	0.25	2.0	60
455	0.1	0.1	0.1	40	0.25	3.0	5
456	0.1	0.1	0.1	40	0.25	3.0	10
457	0.1	0.1	0.1	40	0.25	3.0	15
458	0.1	0.1	0.1	40	0.25	3.0	30
459	0.1	0.1	0.1	40	0.25	3.0	60
460	0.1	0.1	0.1	40	0.25	4.0	5
461	0.1	0.1	0.1	40	0.25	4.0	10
462	0.1	0.1	0.1	40	0.25	4.0	15
463	0.1	0.1	0.1	40	0.25	4.0	30
464	0.1	0.1	0.1	40	0.25	4.0	60
465	0.1	0.1	0.1	40	0.25	5.0	5
466	0.1	0.1	0.1	40	0.25	5.0	10
467	0.1	0.1	0.1	40	0.25	5.0	15
468	0.1	0.1	0.1	40	0.25	5.0	30
469	0.1	0.1	0.1	40	0.25	5.0	60
470	0.1	0.1	0.1	40	0.25	7.5	5
471	0.1	0.1	0.1	40	0.25	7.5	10
472	0.1	0.1	0.1	40	0.25	7.5	15
473	0.1	0.1	0.1	40	0.25	7.5	30
474	0.1	0.1	0.1	40	0.25	7.5	60
475	0.1	0.1	0.1	40	0.25	10.0	5
476	0.1	0.1	0.1	40	0.25	10.0	10
477	0.1	0.1	0.1	40	0.25	10.0	15
478	0.1	0.1	0.1	40	0.25	10.0	30
479	0.1	0.1	0.1	40	0.25	10.0	60
480	0.1	0.1	0.1	40	0.5	0.0	5
481	0.1	0.1	0.1	40	0.5	0.0	10
482	0.1	0.1	0.1	40	0.5	0.0	15
483	0.1	0.1	0.1	40	0.5	0.0	30
484	0.1	0.1	0.1	40	0.5	0.0	60
485	0.1	0.1	0.1	40	0.5	1.0	5
486	0.1	0.1	0.1	40	0.5	1.0	10
487	0.1	0.1	0.1	40	0.5	1.0	15
488	0.1	0.1	0.1	40	0.5	1.0	30
489	0.1	0.1	0.1	40	0.5	1.0	60
490	0.1	0.1	0.1	40	0.5	2.0	5
491	0.1	0.1	0.1	40	0.5	2.0	10
492	0.1	0.1	0.1	40	0.5	2.0	15
493	0.1	0.1	0.1	40	0.5	2.0	30
494	0.1	0.1	0.1	40	0.5	2.0	60
495	0.1	0.1	0.1	40	0.5	3.0	5
496	0.1	0.1	0.1	40	0.5	3.0	10
497	0.1	0.1	0.1	40	0.5	3.0	15
498	0.1	0.1	0.1	40	0.5	3.0	30
499	0.1	0.1	0.1	40	0.5	3.0	60
500	0.1	0.1	0.1	40	0.5	4.0	5
501	0.1	0.1	0.1	40	0.5	4.0	10
502	0.1	0.1	0.1	40	0.5	4.0	15
503	0.1	0.1	0.1	40	0.5	4.0	30
504	0.1	0.1	0.1	40	0.5	4.0	60
505	0.1	0.1	0.1	40	0.5	5.0	5
506	0.1	0.1	0.1	40	0.5	5.0	10
507	0.1	0.1	0.1	40	0.5	5.0	15
508	0.1	0.1	0.1	40	0.5	5.0	30
509	0.1	0.1	0.1	40	0.5	5.0	60
510	0.1	0.1	0.1	40	0.5	7.5	5
511	0.1	0.1	0.1	40	0.5	7.5	10
512	0.1	0.1	0.1	40	0.5	7.5	15
513	0.1	0.1	0.1	40	0.5	7.5	30
514	0.1	0.1	0.1	40	0.5	7.5	60
515	0.1	0.1	0.1	40	0.5	10.0	5
516	0.1	0.1	0.1	40	0.5	10.0	10
517	0.1	0.1	0.1	40	0.5	10.0	15
518	0.1	0.1	0.1	40	0.5	10.0	30
519	0.1	0.1	0.1	40	0.5	10.0	60
520	0.1	0.1	0.1	40	1.0	0.0	5
521	0.1	0.1	0.1	40	1.0	0.0	10
522	0.1	0.1	0.1	40	1.0	0.0	15
523	0.1	0.1	0.1	40	1.0	0.0	30
524	0.1	0.1	0.1	40	1.0	0.0	60
525	0.1	0.1	0.1	40	1.0	1.0	5
526	0.1	0.1	0.1	40	1.0	1.0	10
527	0.1	0.1	0.1	40	1.0	1.0	15
528	0.1	0.1	0.1	40	1.0	1.0	30
529	0.1	0.1	0.1	40	1.0	1.0	60
530	0.1	0.1	0.1	40	1.0	2.0	5
531	0.1	0.1	0.1	40	1.0	2.0	10
532	0.1	0.1	0.1	40	1.0	2.0	15
