	Pyridine	Aldehyde	Isocyanide	Temperature	Solvent_V	Catalyst	Time
4587	0.1	0.2	0.2	40	1.5	5.0	15
4588	0.1	0.2	0.2	40	1.5	5.0	30
4589	0.1	0.2	0.2	40	1.5	5.0	60
4590	0.1	0.2	0.2	40	1.5	7.5	5
4591	0.1	0.2	0.2	40	1.5	7.5	10
4592	0.1	0.2	0.2	40	1.5	7.5	15
4593	0.1	0.2	0.2	40	1.5	7.5	30
4594	0.1	0.2	0.2	40	1.5	7.5	60
4595	0.1	0.2	0.2	40	1.5	10.0	5
4596	0.1	0.2	0.2	40	1.5	10.0	10
4597	0.1	0.2	0.2	40	1.5	10.0	15
4598	0.1	0.2	0.2	40	1.5	10.0	30
4599	0.1	0.2	0.2	40	1.5	10.0	60
4600	0.1	0.2	0.2	60	0.1	0.0	5
4601	0.1	0.2	0.2	60	0.1	0.0	10
4602	0.1	0.2	0.2	60	0.1	0.0	15
4603	0.1	0.2	0.2	60	0.1	0.0	30
4604	0.1	0.2	0.2	60	0.1	0.0	60
4605	0.1	0.2	0.2	60	0.1	1.0	5
4606	0.1	0.2	0.2	60	0.1	1.0	10
4607	0.1	0.2	0.2	60	0.1	1.0	15
4608	0.1	0.2	0.2	60	0.1	1.0	30
4609	0.1	0.2	0.2	60	0.1	1.0	60
4610	0.1	0.2	0.2	60	0.1	2.0	5
4611	0.1	0.2	0.2	60	0.1	2.0	10
4612	0.1	0.2	0.2	60	0.1	2.0	15
4613	0.1	0.2	0.2	60	0.1	2.0	30
4614	0.1	0.2	0.2	60	0.1	2.0	60
4615	0.1	0.2	0.2	60	0.1	3.0	5
4616	0.1	0.2	0.2	60	0.1	3.0	10
4617	0.1	0.2	0.2	60	0.1	3.0	15
4618	0.1	0.2	0.2	60	0.1	3.0	30
4619	0.1	0.2	0.2	60	0.1	3.0	60
4620	0.1	0.2	0.2	60	0.1	4.0	5
4621	0.1	0.2	0.2	60	0.1	4.0	10
4622	0.1	0.2	0.2	60	0.1	4.0	15
4623	0.1	0.2	0.2	60	0.1	4.0	30
4624	0.1	0.2	0.2	60	0.1	4.0	60
4625	0.1	0.2	0.2	60	0.1	5.0	5
4626	0.1	0.2	0.2	60	0.1	5.0	10
4627	0.1	0.2	0.2	60	0.1	5.0	15
4628	0.1	0.2	0.2	60	0.1	5.0	30
4629	0.1	0.2	0.2	60	0.1	5.0	60
4630	0.1	0.2	0.2	60	0.1	7.5	5
4631	0.1	0.2	0.2	60	0.1	7.5	10
4632	0.1	0.2	0.2	60	0.1	7.5	15
4633	0.1	0.2	0.2	60	0.1	7.5	30
4634	0.1	0.2	0.2	60	0.1	7.5	60
4635	0.1	0.2	0.2	60	0.1	10.0	5
4636	0.1	0.2	0.2	60	0.1	10.0	10
4637	0.1	0.2	0.2	60	0.1	10.0	15
4638	0.1	0.2	0.2	60	0.1	10.0	30
4639	0.1	0.2	0.2	60	0.1	10.0	60
4640	0.1	0.2	0.2	60	0.25	0.0	5
4641	0.1	0.2	0.2	60	0.25	0.0	10
4642	0.1	0.2	0.2	60	0.25	0.0	15
4643	0.1	0.2	0.2	60	0.25	0.0	30
4644	0.1	0.2	0.2	60	0.25	0.0	60
4645	0.1	0.2	0.2	60	0.25	1.0	5
4646	0.1	0.2	0.2	60	0.25	1.0	10
4647	0.1	0.2	0.2	60	0.25	1.0	15
4648	0.1	0.2	0.2	60	0.25	1.0	30
4649	0.1	0.2	0.2	60	0.25	1.0	60
4650	0.1	0.2	0.2	60	0.25	2.0	5
4651	0.1	0.2	0.2	60	0.25	2.0	10
4652	0.1	0.2	0.2	60	0.25	2.0	15
4653	0.1	0.2	0.2	60	0.25	2.0	30
4654	0.1	0.2	0.2	60	0.25	2.0	60
4655	0.1	0.2	0.2	60	0.25	3.0	5
4656	0.1	0.2	0.2	60	0.25	3.0	10
4657	0.1	0.2	0.2	60	0.25	3.0	15
4658	0.1	0.2	0.2	60	0.25	3.0	30
4659	0.1	0.2	0.2	60	0.25	3.0	60
4660	0.1	0.2	0.2	60	0.25	4.0	5
4661	0.1	0.2	0.2	60	0.25	4.0	10
4662	0.1	0.2	0.2	60	0.25	4.0	15
4663	0.1	0.2	0.2	60	0.25	4.0	30
4664	0.1	0.2	0.2	60	0.25	4.0	60
4665	0.1	0.2	0.2	60	0.25	5.0	5
4666	0.1	0.2	0.2	60	0.25	5.0	10
4667	0.1	0.2	0.2	60	0.25	5.0	15
4668	0.1	0.2	0.2	60	0.25	5.0	30
4669	0.1	0.2	0.2	60	0.25	5.0	60
4670	0.1	0.2	0.2	60	0.25	7.5	5
4671	0.1	0.2	0.2	60	0.25	7.5	10
4672	0.1	0.2	0.2	60	0.25	7.5	15
4673	0.1	0.2	0.2	60	0.25	7.5	30
4674	0.1	0.2	0.2	60	0.25	7.5	60
4675	0.1	0.2	0.2	60	0.25	10.0	5
4676	0.1	0.2	0.2	60	0.25	10.0	10
4677	0.1	0.2	0.2	60	0.25	10.0	15
4678	0.1	0.2	0.2	60	0.25	10.0	30
4679	0.1	0.2	0.2	60	0.25	10.0	60
4680	0.1	0.2	0.2	60	0.5	0.0	5
4681	0.1	0.2	0.2	60	0.5	0.0	10
4682	0.1	0.2	0.2	60	0.5	0.0	15
4683	0.1	0.2	0.2	60	0.5	0.0	30
4684	0.1	0.2	0.2	60	0.5	0.0	60
4685	0.1	0.2	0.2	60	0.5	1.0	5
4686	0.1	0.2	0.2	60	0.5	1.0	10
4687	0.1	0.2	0.2	60	0.5	1.0	15
4688	0.1	0.2	0.2	60	0.5	1.0	30
4689	0.1	0.2	0.2	60	0.5	1.0	60
4690	0.1	0.2	0.2	60	0.5	2.0	5
4691	0.1	0.2	0.2	60	0.5	2.0	10
4692	0.1	0.2	0.2	60	0.5	2.0	15
4693	0.1	0.2	0.2	60	0.5	2.0	30
4694	0.1	0.2	0.2	60	0.5	2.0	60
4695	0.1	0.2	0.2	60	0.5	3.0	5
4696	0.1	0.2	0.2	60	0.5	3.0	10
4697	0.1	0.2	0.2	60	0.5	3.0	15
4698	0.1	0.2	0.2	60	0.5	3.0	30
4699	0.1	0.2	0.2	60	0.5	3.0	60
4700	0.1	0.2	0.2	60	0.5	4.0	5
4701	0.1	0.2	0.2	60	0.5	4.0	10
4702	0.1	0.2	0.2	60	0.5	4.0	15
4703	0.1	0.2	0.2	60	0.5	4.0	30
4704	0.1	0.2	0.2	60	0.5	4.0	60
4705	0.1	0.2	0.2	60	0.5	5.0	5
4706	0.1	0.2	0.2	60	0.5	5.0	10
4707	0.1	0.2	0.2	60	0.5	5.0	15
4708	0.1	0.2	0.2	60	0.5	5.0	30
4709	0.1	0.2	0.2	60	0.5	5.0	60
4710	0.1	0.2	0.2	60	0.5	7.5	5
4711	0.1	0.2	0.2	60	0.5	7.5	10
4712	0.1	0.2	0.2	60	0.5	7.5	15
4713	0.1	0.2	0.2	60	0.5	7.5	30
4714	0.1	0.2	0.2	60	0.5	7.5	60
4715	0.1	0.2	0.2	60	0.5	10.0	5
4716	0.1	0.2	0.2	60	0.5	10.0	10
4717	0.1	0.2	0.2	60	0.5	10.0	15
4718	0.1	0.2	0.2	60	0.5	10.0	30
4719	0.1	0.2	0.2	60	0.5	10.0	60
4720	0.1	0.2	0.2	60	1.0	0.0	5
4721	0.1	0.2	0.2	60	1.0	0.0	10
4722	0.1	0.2	0.2	60	1.0	0.0	15
4723	0.1	0.2	0.2	60	1.0	0.0	30
4724	0.1	0.2	0.2	60	1.0	0.0	60
4725	0.1	0.2	0.2	60	1.0	1.0	5
4726	0.1	0.2	0.2	60	1.0	1.0	10
4727	0.1	0.2	0.2	60	1.0	1.0	15
4728	0.1	0.2	0.2	60	1.0	1.0	30
4729	0.1	0.2	0.2	60	1.0	1.0	60
4730	0.1	0.2	0.2	60	1.0	2.0	5
4731	0.1	0.2	0.2	60	1.0	2.0	10
4732	0.1	0.2	0.2	60	1.0	2.0	15
4733	0.1	0.2	0.2	60	1.0	2.0	30
4734	0.1	0.2	0.2	60	1.0	2.0	60
4735	0.1	0.2	0.2	60	1.0	3.0	5
4736	0.1	0.2	0.2	60	1.0	3.0	10
4737	0.1	0.2	0.2	60	1.0	3.0	15
4738	0.1	0.2	0.2	60	1.0	3.0	30
4739	0.1	0.2	0.2	60	1.0	3.0	60
4740	0.1	0.2	0.2	60	1.0	4.0	5
4741	0.1	0.2	0.2	60	1.0	4.0	10
4742	0.1	0.2	0.2	60	1.0	4.0	15
4743	0.1	0.2	0.2	60	1.0	4.0	30
4744	0.1	0.2	0.2	60	1.0	4.0	60
4745	0.1	0.2	0.2	60	1.0	5.0	5
4746	0.1	0.2	0.2	60	1.0	5.0	10
4747	0.1	0.2	0.2	60	1.0	5.0	15
4748	0.1	0.2	0.2	60	1.0	5.0	30
4749	0.1	0.2	0.2	60	1.0	5.0	60
4750	0.1	0.2	0.2	60	1.0	7.5	5
4751	0.1	0.2	0.2	60	1.0	7.5	10
4752	0.1	0.2	0.2	60	1.0	7.5	15
4753	0.1	0.2	0.2	60	1.0	7.5	30
4754	0.1	0.2	0.2	60	1.0	7.5	60
4755	0.1	0.2	0.2	60	1.0	10.0	5
4756	0.1	0.2	0.2	60	1.0	10.0	10
4757	0.1	0.2	0.2	60	1.0	10.0	15
4758	0.1	0.2	0.2	60	1.0	10.0	30
4759	0.1	0.2	0.2	60	1.0	10.0	60
4760	0.1	0.2	0.2	60	1.5	0.0	5
4761	0.1	0.2	0.2	60	1.5	0.0	10
4762	0.1	0.2	0.2	60	1.5	0.0	15
4763	0.1	0.2	0.2	60	1.5	0.0	30
4764	0.1	0.2	0.2	60	1.5	0.0	60
4765	0.1	0.2	0.2	60	1.5	1.0	5
4766	0.1	0.2	0.2	60	1.5	1.0	10
4767	0.1	0.2	0.2	60	1.5	1.0	15
4768	0.1	0.2	0.2	60	1.5	1.0	30
4769	0.1	0.2	0.2	60	1.5	1.0	60
4770	0.1	0.2	0.2	60	1.5	2.0	5
4771	0.1	0.2	0.2	60	1.5	2.0	10
4772	0.1	0.2	0.2	60	1.5	2.0	15
4773	0.1	0.2	0.2	60	1.5	2.0	30
4774	0.1	0.2	0.2	60	1.5	2.0	60
4775	0.1	0.2	0.2	60	1.5	3.0	5
4776	0.1	0.2	0.2	60	1.5	3.0	10
4777	0.1	0.2	0.2	60	1.5	3.0	15
4778	0.1	0.2	0.2	60	1.5	3.0	30
4779	0.1	0.2	0.2	60	1.5	3.0	60
4780	0.1	0.2	0.2	60	1.5	4.0	5
4781	0.1	0.2	0.2	60	1.5	4.0	10
4782	0.1	0.2	0.2	60	1.5	4.0	15
4783	0.1	0.2	0.2	60	1.5	4.0	30
4784	0.1	0.2	0.2	60	1.5	4.0	60
4785	0.1	0.2	0.2	60	1.5	5.0	5
4786	0.1	0.2	0.2	60	1.5	5.0	10
4787	0.1	0.2	0.2	60	1.5	5.0	15
4788	0.1	0.2	0.2	60	1.5	5.0	30
4789	0.1	0.2	0.2	60	1.5	5.0	60
4790	0.1	0.2	0.2	60	1.5	7.5	5
4791	0.1	0.2	0.2	60	1.5	7.5	10
4792	0.1	0.2	0.2	60	1.5	7.5	15
4793	0.1	0.2	0.2	60	1.5	7.5	30
4794	0.1	0.2	0.2	60	1.5	7.5	60
4795	0.1	0.2	0.2	60	1.5	10.0	5
4796	0.1	0.2	0.2	60	1.5	10.0	10
4797	0.1	0.2	0.2	60	1.5	10.0	15
4798	0.1	0.2	0.2	60	1.5	10.0	30
4799	0.1	0.2	0.2	60	1.5	10.0	60
4800	0.1	0.2	0.2	80	0.1	0.0	5
4801	0.1	0.2	0.2	80	0.1	0.0	10
4802	0.1	0.2	0.2	80	0.1	0.0	15
4803	0.1	0.2	0.2	80	0.1	0.0	30
4804	0.1	0.2	0.2	80	0.1	0.0	60
4805	0.1	0.2	0.2	80	0.1	1.0	5
4806	0.1	0.2	0.2	80	0.1	1.0	10
4807	0.1	0.2	0.2	80	0.1	1.0	15
4808	0.1	0.2	0.2	80	0.1	1.0	30
4809	0.1	0.2	0.2	80	0.1	1.0	60
4810	0.1	0.2	0.2	80	0.1	2.0	5
4811	0.1	0.2	0.2	80	0.1	2.0	10
4812	0.1	0.2	0.2	80	0.1	2.0	15
4813	0.1	0.2	0.2	80	0.1	2.0	30
4814	0.1	0.2	0.2	80	0.1	2.0	60
4815	0.1	0.2	0.2	80	0.1	3.0	5
4816	0.1	0.2	0.2	80	0.1	3.0	10
4817	0.1	0.2	0.2	80	0.1	3.0	15
4818	0.1	0.2	0.2	80	0.1	3.0	30
4819	0.1	0.2	0.2	80	0.1	3.0	60
4820	0.1	0.2	0.2	80	0.1	4.0	5
4821	0.1	0.2	0.2	80	0.1	4.0	10
4822	0.1	0.2	0.2	80	0.1	4.0	15
4823	0.1	0.2	0.2	80	0.1	4.0	30
4824	0.1	0.2	0.2	80	0.1	4.0	60
4825	0.1	0.2	0.2	80	0.1	5.0	5
4826	0.1	0.2	0.2	80	0.1	5.0	10
4827	0.1	0.2	0.2	80	0.1	5.0	15
4828	0.1	0.2	0.2	80	0.1	5.0	30
4829	0.1	0.2	0.2	80	0.1	5.0	60
4830	0.1	0.2	0.2	80	0.1	7.5	5
4831	0.1	0.2	0.2	80	0.1	7.5	10
4832	0.1	0.2	0.2	80	0.1	7.5	15
4833	0.1	0.2	0.2	80	0.1	7.5	30
4834	0.1	0.2	0.2	80	0.1	7.5	60
4835	0.1	0.2	0.2	80	0.1	10.0	5
4836	0.1	0.2	0.2	80	0.1	10.0	10
4837	0.1	0.2	0.2	80	0.1	10.0	15
4838	0.1	0.2	0.2	80	0.1	10.0	30
4839	0.1	0.2	0.2	80	0.1	10.0	60
4840	0.1	0.2	0.2	80	0.25	0.0	5
4841	0.1	0.2	0.2	80	0.25	0.0	10
4842	0.1	0.2	0.2	80	0.25	0.0	15
4843	0.1	0.2	0.2	80	0.25	0.0	30
4844	0.1	0.2	0.2	80	0.25	0.0	60
4845	0.1	0.2	0.2	80	0.25	1.0	5
4846	0.1	0.2	0.2	80	0.25	1.0	10
4847	0.1	0.2	0.2	80	0.25	1.0	15
4848	0.1	0.2	0.2	80	0.25	1.0	30
4849	0.1	0.2	0.2	80	0.25	1.0	60
4850	0.1	0.2	0.2	80	0.25	2.0	5
4851	0.1	0.2	0.2	80	0.25	2.0	10
4852	0.1	0.2	0.2	80	0.25	2.0	15
4853	0.1	0.2	0.2	80	0.25	2.0	30
4854	0.1	0.2	0.2	80	0.25	2.0	60
4855	0.1	0.2	0.2	80	0.25	3.0	5
4856	0.1	0.2	0.2	80	0.25	3.0	10
4857	0.1	0.2	0.2	80	0.25	3.0	15
4858	0.1	0.2	0.2	80	0.25	3.0	30
4859	0.1	0.2	0.2	80	0.25	3.0	60
4860	0.1	0.2	0.2	80	0.25	4.0	5
4861	0.1	0.2	0.2	80	0.25	4.0	10
4862	0.1	0.2	0.2	80	0.25	4.0	15
4863	0.1	0.2	0.2	80	0.25	4.0	30
4864	0.1	0.2	0.2	80	0.25	4.0	60
4865	0.1	0.2	0.2	80	0.25	5.0	5
4866	0.1	0.2	0.2	80	0.25	5.0	10
4867	0.1	0.2	0.2	80	0.25	5.0	15
4868	0.1	0.2	0.2	80	0.25	5.0	30
4869	0.1	0.2	0.2	80	0.25	5.0	60
4870	0.1	0.2	0.2	80	0.25	7.5	5
4871	0.1	0.2	0.2	80	0.25	7.5	10
4872	0.1	0.2	0.2	80	0.25	7.5	15
4873	0.1	0.2	0.2	80	0.25	7.5	30
4874	0.1	0.2	0.2	80	0.25	7.5	60
4875	0.1	0.2	0.2	80	0.25	10.0	5
4876	0.1	0.2	0.2	80	0.25	10.0	10
4877	0.1	0.2	0.2	80	0.25	10.0	15
4878	0.1	0.2	0.2	80	0.25	10.0	30
4879	0.1	0.2	0.2	80	0.25	10.0	60
4880	0.1	0.2	0.2	80	0.5	0.0	5
4881	0.1	0.2	0.2	80	0.5	0.0	10
4882	0.1	0.2	0.2	80	0.5	0.0	15
4883	0.1	0.2	0.2	80	0.5	0.0	30
4884	0.1	0.2	0.2	80	0.5	0.0	60
4885	0.1	0.2	0.2	80	0.5	1.0	5
4886	0.1	0.2	0.2	80	0.5	1.0	10
4887	0.1	0.2	0.2	80	0.5	1.0	15
4888	0.1	0.2	0.2	80	0.5	1.0	30
4889	0.1	0.2	0.2	80	0.5	1.0	60
4890	0.1	0.2	0.2	80	0.5	2.0	5
4891	0.1	0.2	0.2	80	0.5	2.0	10
4892	0.1	0.2	0.2	80	0.5	2.0	15
4893	0.1	0.2	0.2	80	0.5	2.0	30
4894	0.1	0.2	0.2	80	0.5	2.0	60
4895	0.1	0.2	0.2	80	0.5	3.0	5
4896	0.1	0.2	0.2	80	0.5	3.0	10
4897	0.1	0.2	0.2	80	0.5	3.0	15
4898	0.1	0.2	0.2	80	0.5	3.0	30
4899	0.1	0.2	0.2	80	0.5	3.0	60
4900	0.1	0.2	0.2	80	0.5	4.0	5
4901	0.1	0.2	0.2	80	0.5	4.0	10
4902	0.1	0.2	0.2	80	0.5	4.0	15
4903	0.1	0.2	0.2	80	0.5	4.0	30
4904	0.1	0.2	0.2	80	0.5	4.0	60
4905	0.1	0.2	0.2	80	0.5	5.0	5
4906	0.1	0.2	0.2	80	0.5	5.0	10
4907	0.1	0.2	0.2	80	0.5	5.0	15
4908	0.1	0.2	0.2	80	0.5	5.0	30
4909	0.1	0.2	0.2	80	0.5	5.0	60
4910	0.1	0.2	0.2	80	0.5	7.5	5
4911	0.1	0.2	0.2	80	0.5	7.5	10
4912	0.1	0.2	0.2	80	0.5	7.5	15
4913	0.1	0.2	0.2	80	0.5	7.5	30
4914	0.1	0.2	0.2	80	0.5	7.5	60
4915	0.1	0.2	0.2	80	0.5	10.0	5
4916	0.1	0.2	0.2	80	0.5	10.0	10
4917	0.1	0.2	0.2	80	0.5	10.0	15
4918	0.1	0.2	0.2	80	0.5	10.0	30
4919	0.1	0.2	0.2	80	0.5	10.0	60
4920	0.1	0.2	0.2	80	1.0	0.0	5
4921	0.1	0.2	0.2	80	1.0	0.0	10
4922	0.1	0.2	0.2	80	1.0	0.0	15
4923	0.1	0.2	0.2	80	1.0	0.0	30
4924	0.1	0.2	0.2	80	1.0	0.0	60
4925	0.1	0.2	0.2	80	1.0	1.0	5
4926	0.1	0.2	0.2	80	1.0	1.0	10
4927	0.1	0.2	0.2	80	1.0	1.0	15
4928	0.1	0.2	0.2	80	1.0	1.0	30
4929	0.1	0.2	0.2	80	1.0	1.0	60
4930	0.1	0.2	0.2	80	1.0	2.0	5
4931	0.1	0.2	0.2	80	1.0	2.0	10
4932	0.1	0.2	0.2	80	1.0	2.0	15
4933	0.1	0.2	0.2	80	1.0	2.0	30
4934	0.1	0.2	0.2	80	1.0	2.0	60
4935	0.1	0.2	0.2	80	1.0	3.0	5
4936	0.1	0.2	0.2	80	1.0	3.0	10
4937	0.1	0.2	0.2	80	1.0	3.0	15
4938	0.1	0.2	0.2	80	1.0	3.0	30
4939	0.1	0.2	0.2	80	1.0	3.0	60
4940	0.1	0.2	0.2	80	1.0	4.0	5
4941	0.1	0.2	0.2	80	1.0	4.0	10
4942	0.1	0.2	0.2	80	1.0	4.0	15
4943	0.1	0.2	0.2	80	1.0	4.0	30
4944	0.1	0.2	0.2	80	1.0	4.0	60
4945	0.1	0.2	0.2	80	1.0	5.0	5
4946	0.1	0.2	0.2	80	1.0	5.0	10
4947	0.1	0.2	0.2	80	1.0	5.0	15
4948	0.1	0.2	0.2	80	1.0	5.0	30
4949	0.1	0.2	0.2	80	1.0	5.0	60
4950	0.1	0.2	0.2	80	1.0	7.5	5
4951	0.1	0.2	0.2	80	1.0	7.5	10
4952	0.1	0.2	0.2	80	1.0	7.5	15
4953	0.1	0.2	0.2	80	1.0	7.5	30
4954	0.1	0.2	0.2	80	1.0	7.5	60
4955	0.1	0.2	0.2	80	1.0	10.0	5
4956	0.1	0.2	0.2	80	1.0	10.0	10
4957	0.1	0.2	0.2	80	1.0	10.0	15
4958	0.1	0.2	0.2	80	1.0	10.0	30
4959	0.1	0.2	0.2	80	1.0	10.0	60
4960	0.1	0.2	0.2	80	1.5	0.0	5
4961	0.1	0.2	0.2	80	1.5	0.0	10
4962	0.1	0.2	0.2	80	1.5	0.0	15
4963	0.1	0.2	0.2	80	1.5	0.0	30
4964	0.1	0.2	0.2	80	1.5	0.0	60
4965	0.1	0.2	0.2	80	1.5	1.0	5
4966	0.1	0.2	0.2	80	1.5	1.0	10
4967	0.1	0.2	0.2	80	1.5	1.0	15
4968	0.1	0.2	0.2	80	1.5	1.0	30
4969	0.1	0.2	0.2	80	1.5	1.0	60
4970	0.1	0.2	0.2	80	1.5	2.0	5
4971	0.1	0.2	0.2	80	1.5	2.0	10
4972	0.1	0.2	0.2	80	1.5	2.0	15
4973	0.1	0.2	0.2	80	1.5	2.0	30
4974	0.1	0.2	0.2	80	1.5	2.0	60
4975	0.1	0.2	0.2	80	1.5	3.0	5
4976	0.1	0.2	0.2	80	1.5	3.0	10
4977	0.1	0.2	0.2	80	1.5	3.0	15
4978	0.1	0.2	0.2	80	1.5	3.0	30
4979	0.1	0.2	0.2	80	1.5	3.0	60
4980	0.1	0.2	0.2	80	1.5	4.0	5
4981	0.1	0.2	0.2	80	1.5	4.0	10
4982	0.1	0.2	0.2	80	1.5	4.0	15
4983	0.1	0.2	0.2	80	1.5	4.0	30
4984	0.1	0.2	0.2	80	1.5	4.0	60
4985	0.1	0.2	0.2	80	1.5	5.0	5
4986	0.1	0.2	0.2	80	1.5	5.0	10
4987	0.1	0.2	0.2	80	1.5	5.0	15
4988	0.1	0.2	0.2	80	1.5	5.0	30
4989	0.1	0.2	0.2	80	1.5	5.0	60
4990	0.1	0.2	0.2	80	1.5	7.5	5
4991	0.1	0.2	0.2	80	1.5	7.5	10
4992	0.1	0.2	0.2	80	1.5	7.5	15
4993	0.1	0.2	0.2	80	1.5	7.5	30
4994	0.1	0.2	0.2	80	1.5	7.5	60
4995	0.1	0.2	0.2	80	1.5	10.0	5
4996	0.1	0.2	0.2	80	1.5	10.0	10
4997	0.1	0.2	0.2	80	1.5	10.0	15
4998	0.1	0.2	0.2	80	1.5	10.0	30
4999	0.1	0.2	0.2	80	1.5	10.0	60
5000	0.1	0.2	0.3	10	0.1	0.0	5
5001	0.1	0.2	0.3	10	0.1	0.0	10
5002	0.1	0.2	0.3	10	0.1	0.0	15
5003	0.1	0.2	0.3	10	0.1	0.0	30
5004	0.1	0.2	0.3	10	0.1	0.0	60
5005	0.1	0.2	0.3	10	0.1	1.0	5
5006	0.1	0.2	0.3	10	0.1	1.0	10
5007	0.1	0.2	0.3	10	0.1	1.0	15
5008	0.1	0.2	0.3	10	0.1	1.0	30
5009	0.1	0.2	0.3	10	0.1	1.0	60
5010	0.1	0.2	0.3	10	0.1	2.0	5
5011	0.1	0.2	0.3	10	0.1	2.0	10
5012	0.1	0.2	0.3	10	0.1	2.0	15
5013	0.1	0.2	0.3	10	0.1	2.0	30
5014	0.1	0.2	0.3	10	0.1	2.0	60
5015	0.1	0.2	0.3	10	0.1	3.0	5
5016	0.1	0.2	0.3	10	0.1	3.0	10
5017	0.1	0.2	0.3	10	0.1	3.0	15
5018	0.1	0.2	0.3	10	0.1	3.0	30
5019	0.1	0.2	0.3	10	0.1	3.0	60
5020	0.1	0.2	0.3	10	0.1	4.0	5
5021	0.1	0.2	0.3	10	0.1	4.0	10
5022	0.1	0.2	0.3	10	0.1	4.0	15
5023	0.1	0.2	0.3	10	0.1	4.0	30
5024	0.1	0.2	0.3	10	0.1	4.0	60
5025	0.1	0.2	0.3	10	0.1	5.0	5
5026	0.1	0.2	0.3	10	0.1	5.0	10
5027	0.1	0.2	0.3	10	0.1	5.0	15
5028	0.1	0.2	0.3	10	0.1	5.0	30
5029	0.1	0.2	0.3	10	0.1	5.0	60
5030	0.1	0.2	0.3	10	0.1	7.5	5
5031	0.1	0.2	0.3	10	0.1	7.5	10
5032	0.1	0.2	0.3	10	0.1	7.5	15
5033	0.1	0.2	0.3	10	0.1	7.5	30
5034	0.1	0.2	0.3	10	0.1	7.5	60
5035	0.1	0.2	0.3	10	0.1	10.0	5
5036	0.1	0.2	0.3	10	0.1	10.0	10
5037	0.1	0.2	0.3	10	0.1	10.0	15
5038	0.1	0.2	0.3	10	0.1	10.0	30
5039	0.1	0.2	0.3	10	0.1	10.0	60
5040	0.1	0.2	0.3	10	0.25	0.0	5
5041	0.1	0.2	0.3	10	0.25	0.0	10
5042	0.1	0.2	0.3	10	0.25	0.0	15
5043	0.1	0.2	0.3	10	0.25	0.0	30
5044	0.1	0.2	0.3	10	0.25	0.0	60
5045	0.1	0.2	0.3	10	0.25	1.0	5
5046	0.1	0.2	0.3	10	0.25	1.0	10
5047	0.1	0.2	0.3	10	0.25	1.0	15
5048	0.1	0.2	0.3	10	0.25	1.0	30
5049	0.1	0.2	0.3	10	0.25	1.0	60
5050	0.1	0.2	0.3	10	0.25	2.0	5
5051	0.1	0.2	0.3	10	0.25	2.0	10
5052	0.1	0.2	0.3	10	0.25	2.0	15
5053	0.1	0.2	0.3	10	0.25	2.0	30
5054	0.1	0.2	0.3	10	0.25	2.0	60
5055	0.1	0.2	0.3	10	0.25	3.0	5
5056	0.1	0.2	0.3	10	0.25	3.0	10
5057	0.1	0.2	0.3	10	0.25	3.0	15
5058	0.1	0.2	0.3	10	0.25	3.0	30
5059	0.1	0.2	0.3	10	0.25	3.0	60
5060	0.1	0.2	0.3	10	0.25	4.0	5
5061	0.1	0.2	0.3	10	0.25	4.0	10
5062	0.1	0.2	0.3	10	0.25	4.0	15
5063	0.1	0.2	0.3	10	0.25	4.0	30
5064	0.1	0.2	0.3	10	0.25	4.0	60
5065	0.1	0.2	0.3	10	0.25	5.0	5
5066	0.1	0.2	0.3	10	0.25	5.0	10
5067	0.1	0.2	0.3	10	0.25	5.0	15
5068	0.1	0.2	0.3	10	0.25	5.0	30
5069	0.1	0.2	0.3	10	0.25	5.0	60
5070	0.1	0.2	0.3	10	0.25	7.5	5
5071	0.1	0.2	0.3	10	0.25	7.5	10
5072	0.1	0.2	0.3	10	0.25	7.5	15
5073	0.1	0.2	0.3	10	0.25	7.5	30
5074	0.1	0.2	0.3	10	0.25	7.5	60
5075	0.1	0.2	0.3	10	0.25	10.0	5
5076	0.1	0.2	0.3	10	0.25	10.0	10
5077	0.1	0.2	0.3	10	0.25	10.0	15
5078	0.1	0.2	0.3	10	0.25	10.0	30
5079	0.1	0.2	0.3	10	0.25	10.0	60
5080	0.1	0.2	0.3	10	0.5	0.0	5
5081	0.1	0.2	0.3	10	0.5	0.0	10
5082	0.1	0.2	0.3	10	0.5	0.0	15
5083	0.1	0.2	0.3	10	0.5	0.0	30
5084	0.1	0.2	0.3	10	0.5	0.0	60
5085	0.1	0.2	0.3	10	0.5	1.0	5
5086	0.1	0.2	0.3	10	0.5	1.0	10
5087	0.1	0.2	0.3	10	0.5	1.0	15
5088	0.1	0.2	0.3	10	0.5	1.0	30
5089	0.1	0.2	0.3	10	0.5	1.0	60
5090	0.1	0.2	0.3	10	0.5	2.0	5
5091	0.1	0.2	0.3	10	0.5	2.0	10
5092	0.1	0.2	0.3	10	0.5	2.0	15
5093	0.1	0.2	0.3	10	0.5	2.0	30
5094	0.1	0.2	0.3	10	0.5	2.0	60
5095	0.1	0.2	0.3	10	0.5	3.0	5
5096	0.1	0.2	0.3	10	0.5	3.0	10
5097	0.1	0.2	0.3	10	0.5	3.0	15
5098	0.1	0.2	0.3	10	0.5	3.0	30
5099	0.1	0.2	0.3	10	0.5	3.0	60
5100	0.1	0.2	0.3	10	0.5	4.0	5
5101	0.1	0.2	0.3	10	0.5	4.0	10
5102	0.1	0.2	0.3	10	0.5	4.0	15
